            t            kx            ky            kz         vbarx         vbary         vbarz
   231.400000      2.239154      0.523703     -2.047248      0.134769      0.089807     -0.004006 
   231.500000      2.246296      0.518624     -2.046645      0.134711      0.089768     -0.004004 
   231.600000      2.253386      0.513581     -2.046046      0.134652      0.089729     -0.004003 
   231.700000      2.260425      0.508575     -2.045450      0.134594      0.089691     -0.004001 
   231.800000      2.267410      0.503603     -2.044859      0.134536      0.089652     -0.003999 
   231.900000      2.274344      0.498667     -2.044271      0.134478      0.089613     -0.003997 
   232.000000      2.281225      0.493766     -2.043687      0.134420      0.089575     -0.003996 
   232.100000      2.288053      0.488900     -2.043106      0.134363      0.089536     -0.003994 
   232.200000      2.294829      0.484067     -2.042528      0.134305      0.089498     -0.003992 
   232.300000      2.301552      0.479269     -2.041954      0.134247      0.089459     -0.003991 
   232.400000      2.308222      0.474503     -2.041382      0.134189      0.089421     -0.003989 
   232.500000      2.314840      0.469772     -2.040812      0.134132      0.089382     -0.003987 
   232.600000      2.321405      0.465072     -2.040246      0.134074      0.089344     -0.003985 
   232.700000      2.327918      0.460406     -2.039682      0.134016      0.089306     -0.003984 
   232.800000      2.334377      0.455771     -2.039120      0.133959      0.089267     -0.003982 
   232.900000      2.340784      0.451169     -2.038560      0.133901      0.089229     -0.003980 
   233.000000      2.347138      0.446598     -2.038002      0.133844      0.089191     -0.003979 
   233.100000      2.353439      0.442058     -2.037447      0.133786      0.089153     -0.003977 
   233.200000      2.359688      0.437548     -2.036893      0.133729      0.089114     -0.003975 
   233.300000      2.365884      0.433070     -2.036340      0.133672      0.089076     -0.003973 
   233.400000      2.372027      0.428621     -2.035790      0.133615      0.089038     -0.003972 
   233.500000      2.378118      0.424203     -2.035240      0.133557      0.089000     -0.003970 
   233.600000      2.384156      0.419814     -2.034692      0.133500      0.088962     -0.003968 
   233.700000      2.390141      0.415454     -2.034146      0.133443      0.088924     -0.003967 
   233.800000      2.396074      0.411123     -2.033600      0.133386      0.088886     -0.003965 
   233.900000      2.401955      0.406821     -2.033055      0.133329      0.088848     -0.003963 
   234.000000      2.407783      0.402547     -2.032511      0.133272      0.088810     -0.003962 
   234.100000      2.413558      0.398301     -2.031968      0.133215      0.088772     -0.003960 
   234.200000      2.419282      0.394083     -2.031425      0.133158      0.088734     -0.003958 
   234.300000      2.424953      0.389892     -2.030883      0.133102      0.088697     -0.003957 
   234.400000      2.430572      0.385728     -2.030341      0.133045      0.088659     -0.003955 
   234.500000      2.436140      0.381591     -2.029800      0.132988      0.088621     -0.003953 
   234.600000      2.441655      0.377481     -2.029259      0.132932      0.088583     -0.003951 
   234.700000      2.447118      0.373396     -2.028718      0.132875      0.088546     -0.003950 
   234.800000      2.452530      0.369338     -2.028177      0.132818      0.088508     -0.003948 
   234.900000      2.457890      0.365305     -2.027636      0.132762      0.088470     -0.003946 
   235.000000      2.463198      0.361298     -2.027094      0.132705      0.088433     -0.003945 
   235.100000      2.468455      0.357315     -2.026553      0.132649      0.088395     -0.003943 
   235.200000      2.473661      0.353358     -2.026011      0.132593      0.088358     -0.003941 
   235.300000      2.478815      0.349424     -2.025469      0.132536      0.088320     -0.003940 
   235.400000      2.483918      0.345515     -2.024926      0.132480      0.088283     -0.003938 
   235.500000      2.488970      0.341630     -2.024382      0.132424      0.088245     -0.003936 
   235.600000      2.493971      0.337769     -2.023838      0.132368      0.088208     -0.003935 
   235.700000      2.498922      0.333931     -2.023292      0.132311      0.088170     -0.003933 
   235.800000      2.503821      0.330116     -2.022746      0.132255      0.088133     -0.003931 
   235.900000      2.508670      0.326324     -2.022199      0.132199      0.088096     -0.003930 
   236.000000      2.513469      0.322554     -2.021651      0.132143      0.088058     -0.003928 
   236.100000      2.518218      0.318807     -2.021102      0.132087      0.088021     -0.003926 
   236.200000      2.522916      0.315082     -2.020552      0.132032      0.087984     -0.003925 
   236.300000      2.527564      0.311379     -2.020000      0.131976      0.087947     -0.003923 
   236.400000      2.532162      0.307697     -2.019447      0.131920      0.087909     -0.003921 
   236.500000      2.536711      0.304036     -2.018892      0.131864      0.087872     -0.003920 
   236.600000      2.541210      0.300396     -2.018336      0.131808      0.087835     -0.003918 
   236.700000      2.545659      0.296777     -2.017778      0.131753      0.087798     -0.003916 
   236.800000      2.550059      0.293179     -2.017219      0.131697      0.087761     -0.003915 
   236.900000      2.554410      0.289600     -2.016658      0.131642      0.087724     -0.003913 
   237.000000      2.558712      0.286042     -2.016095      0.131586      0.087687     -0.003912 
   237.100000      2.562964      0.282504     -2.015530      0.131531      0.087650     -0.003910 
   237.200000      2.567168      0.278985     -2.014963      0.131475      0.087613     -0.003908 
   237.300000      2.571323      0.275485     -2.014394      0.131420      0.087576     -0.003907 
   237.400000      2.575430      0.272004     -2.013823      0.131364      0.087539     -0.003905 
   237.500000      2.579488      0.268542     -2.013250      0.131309      0.087503     -0.003903 
   237.600000      2.583499      0.265098     -2.012675      0.131254      0.087466     -0.003902 
   237.700000      2.587461      0.261673     -2.012097      0.131199      0.087429     -0.003900 
   237.800000      2.591375      0.258266     -2.011517      0.131144      0.087392     -0.003898 
   237.900000      2.595241      0.254876     -2.010934      0.131088      0.087355     -0.003897 
   238.000000      2.599059      0.251504     -2.010349      0.131033      0.087319     -0.003895 
   238.100000      2.602831      0.248150     -2.009762      0.130978      0.087282     -0.003893 
   238.200000      2.606554      0.244812     -2.009171      0.130923      0.087246     -0.003892 
   238.300000      2.610231      0.241491     -2.008578      0.130868      0.087209     -0.003890 
   238.400000      2.613860      0.238187     -2.007983      0.130814      0.087172     -0.003889 
   238.500000      2.617443      0.234900     -2.007384      0.130759      0.087136     -0.003887 
   238.600000      2.620978      0.231628     -2.006783      0.130704      0.087099     -0.003885 
   238.700000      2.624467      0.228373     -2.006178      0.130649      0.087063     -0.003884 
   238.800000      2.627910      0.225133     -2.005571      0.130595      0.087026     -0.003882 
   238.900000      2.631306      0.221909     -2.004961      0.130540      0.086990     -0.003880 
   239.000000      2.634656      0.218700     -2.004347      0.130485      0.086954     -0.003879 
   239.100000      2.637960      0.215506     -2.003730      0.130431      0.086917     -0.003877 
   239.200000      2.641218      0.212327     -2.003110      0.130376      0.086881     -0.003876 
   239.300000      2.644430      0.209163     -2.002487      0.130322      0.086845     -0.003874 
   239.400000      2.647597      0.206013     -2.001860      0.130267      0.086808     -0.003872 
   239.500000      2.650718      0.202877     -2.001230      0.130213      0.086772     -0.003871 
   239.600000      2.653793      0.199755     -2.000596      0.130159      0.086736     -0.003869 
   239.700000      2.656824      0.196647     -1.999959      0.130104      0.086700     -0.003868 
   239.800000      2.659809      0.193552     -1.999318      0.130050      0.086664     -0.003866 
   239.900000      2.662750      0.190471     -1.998674      0.129996      0.086628     -0.003864 
   240.000000      2.665645      0.187403     -1.998026      0.129942      0.086592     -0.003863 
   240.100000      2.668496      0.184347     -1.997374      0.129888      0.086555     -0.003861 
   240.200000      2.671302      0.181305     -1.996718      0.129834      0.086519     -0.003859 
   240.300000      2.674064      0.178275     -1.996059      0.129780      0.086483     -0.003858 
   240.400000      2.676782      0.175257     -1.995395      0.129726      0.086448     -0.003856 
   240.500000      2.679455      0.172251     -1.994727      0.129672      0.086412     -0.003855 
   240.600000      2.682085      0.169257     -1.994056      0.129618      0.086376     -0.003853 
   240.700000      2.684670      0.166275     -1.993380      0.129564      0.086340     -0.003851 
   240.800000      2.687212      0.163304     -1.992700      0.129510      0.086304     -0.003850 
   240.900000      2.689710      0.160345     -1.992016      0.129456      0.086268     -0.003848 
   241.000000      2.692165      0.157396     -1.991327      0.129403      0.086232     -0.003847 
